Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover,
SUPERSONIC IMAGINE,FR0010526814,SSI,Euronext Paris,EUR,1.496,1.498,1.496,1.496,26/11/19,CET,10995,16451.08,
SWORD GROUP,FR0004180578,SWP,Euronext Paris,EUR,33.4,33.85,33.4,33.8,26/11/19,CET,3303,111026.5,
SYNERGIE,FR0000032658,SDG,Euronext Paris,EUR,26.25,26.35,25.95,25.95,26/11/19,CET,2829,73701.75,
TAKEAWAY,NL0012015705,TKWY,Euronext Amsterdam,EUR,82,82,80.7,81.5,26/11/19,CET,169064,13743048.25,
TARKETT,FR0004188670,TKTT,Euronext Paris,EUR,14.1,14.15,13.85,13.88,26/11/19,CET,156192,2182926.82,
TAYNINH,FR0000063307,TAYN,Euronext Paris,EUR,1.08,1.08,1.08,1.08,23/8/19,CET,1080,1166.4,
TEAM,FR0000033466,MLTEA,Euronext Access Paris,EUR,336,336,336,336,19/11/19,CET,11,3696,
TECHNICOLOR,FR0010918292,TCH,Euronext Paris,EUR,0.7515,0.7595,0.7405,0.742,26/11/19,CET,1097922,819123.78,
TECHNIPFMC,GB00BDSFG982,FTI,Euronext Paris,EUR,17.58,17.885,17.435,17.67,26/11/19,CET,1484851,26237992.39,
TEIXEIRA DUARTE,PTTD10AM0000,TDSA,Euronext Lisbon,EUR,0.148,0.1515,0.1415,0.1435,27/11/19,BST,1900869,277496.16,
TELECOM ITALIA SPA,IT0003497168,TIT,Traded not listed Brussels,EUR,0.58,0.58,0.58,0.58,26/11/19,CET,3000,1740,
TELEFONICA,ES0178430E18,TFA,Traded not listed Brussels,EUR,6.734,6.734,6.734,6.734,26/11/19,CET,45,303.03,
TELENET GROUP,BE0003826436,TNET,Euronext Brussels,EUR,42.32,42.66,41.7,41.96,26/11/19,CET,639807,26850438.7,
TELEPERFORMANCE,FR0000051807,TEP,Euronext Paris,EUR,214.4,217,213.2,216.4,26/11/19,CET,172406,37202596,
TELEVERBIER,CH0008175645,TVRB,Euronext Paris,EUR,41.8,41.8,41.8,41.8,22/11/19,CET,255,10659,
TELEVISTA,FR0011076595,MLVST,Euronext Access Paris,EUR,5.75,5.75,5.75,5.75,1/7/19,CET,22,126.5,
TER BEKE,BE0003573814,TERB,Euronext Brussels,EUR,104.5,105,104,104.5,26/11/19,CET,263,27506.5,
TESCO PLC,GB0008847096,TCO,Euronext Dublin,EUR,-,-,-,-,-,UTC,-,-,
TESSENDERLO,BE0003555639,TESB,Euronext Brussels,EUR,32.15,32.35,31.85,32.35,26/11/19,CET,43629,1404398.65,
TESSI,FR0004529147,TES,Euronext Paris,EUR,125,125,124.5,125,26/11/19,CET,23,2867.5,
TETRAGON FIN GRP,GG00B1RMC548,TFG,Euronext Amsterdam,USD,12.35,12.4,12.25,12.3,26/11/19,CET,61246,685483.69,
TEXAF,BE0974263924,TEXF,Euronext Brussels,EUR,36.4,36.4,36,36,26/11/19,CET,1351,48651.4,
TF1,FR0000054900,TFI,Euronext Paris,EUR,7.385,7.43,7.28,7.28,26/11/19,CET,391261,2865307.53,
TFF GROUP,FR0013295789,TFF,Euronext Paris,EUR,36.2,36.5,36,36.5,26/11/19,CET,712,25776,
THALES,FR0000121329,HO,Euronext Paris,EUR,90.18,90.44,89.66,89.7,26/11/19,CET,686149,61650457.28,
THE BLOCKCHAIN GP,FR0011053636,ALTBG,Euronext Growth Paris,EUR,0.2765,0.284,0.2765,0.283,26/11/19,CET,22341,6275.72,
THE NAVIGATOR COMP,PTPTI0AM0006,NVG,Euronext Lisbon,EUR,3.626,3.63,3.566,3.62,27/11/19,BST,866765,3121857.96,
THERACLION,FR0010120402,ALTHE,Euronext Growth Paris,EUR,1.165,1.245,1.15,1.245,26/11/19,CET,43844,51914.26,
THERADIAG,FR0004197747,ALTER,Euronext Growth Paris,EUR,0.976,0.998,0.95,0.976,26/11/19,CET,27774,26789.29,
THERANEXUS,FR0013286259,ALTHX,Euronext Growth Paris,EUR,2.45,2.5,2.21,2.32,26/11/19,CET,19935,47144.32,
THERMADOR GROUPE,FR0013333432,THEP,Euronext Paris,EUR,54,54.6,53.8,53.8,26/11/19,CET,1417,76596.6,
THUNDERBIRD,VGG885761061,TBIRD,Euronext Amsterdam,USD,0.0765,0.0765,0.0765,0.0765,26/11/19,CET,499,34.64,
TIE KINETIX,NL0010389508,TIE,Euronext Amsterdam,EUR,8.7,8.8,8.7,8.8,25/11/19,CET,1033,9079.4,
TIKEHAU CAPITAL,FR0013230612,TKO,Euronext Paris,EUR,23.8,23.8,23.6,23.6,26/11/19,CET,11707,278348.7,
TINC,BE0974282148,TINC,Euronext Brussels,EUR,13.35,13.6,13.3,13.3,26/11/19,CET,468760,6258196.55,
TINC(SUB)C11,BE0970174778,TIN11,Euronext Brussels,EUR,0.25,0.3,0.25,0.26,26/11/19,CET,499539,138907.27,
TIPIAK,FR0000066482,TIPI,Euronext Paris,EUR,61,61.5,61,61.5,26/11/19,CET,147,8990.5,
TISCALI,IT0004513666,TISN,Traded not listed Brussels,EUR,0.0125,0.0125,0.0125,0.0125,26/11/19,CET,1500,18.75,
TITAN CEMENT,BE0974338700,TITC,Euronext Brussels,,,,,,,,,,
TIVOLY,FR0000060949,TVLY,Euronext Paris,EUR,21.4,21.6,21.2,21.2,26/11/19,CET,483,10280.4,
TKH GROUP,NL0000852523,TWEKA,Euronext Amsterdam,EUR,47,47.74,47,47.64,26/11/19,CET,99519,4727127.86,
TOMTOM,NL0013332471,TOM2,Euronext Amsterdam,EUR,9.489,9.76,9.38,9.723,26/11/19,CET,822067,7884746.99,
TOOLUX SANDING,LU0394945660,ALTLX,Euronext Growth Paris,EUR,1.6,1.6,1.6,1.6,25/3/15,CET,1650,2640,
TOQUEBLANCHEMONDE,FR0011668821,MLTBM,Euronext Access Paris,EUR,4.2,4.2,4.2,4.2,1/10/19,CET,50,210,
TOTAL,FR0000120271,FP,Euronext Paris,,,,,,,,,,
TOTAL GABON,GA0000121459,EC,Euronext Paris,EUR,136,136.5,135.5,135.5,26/11/19,CET,451,61318.5,
TOTAL PRODUCE PLC,IE00B1HDWM43,T7O,Euronext Growth Dublin,EUR,1.476,1.48,1.44,1.45,26/11/19,UTC,1616988,2346338.14,
TOUAX,FR0000033003,TOUP,Euronext Paris,EUR,5.22,5.22,5.22,5.22,26/11/19,CET,2334,12183.48,
TOUPARGEL GROUPE,FR0000039240,TOU,Euronext Paris,EUR,0.68,0.68,0.6,0.64,21/10/19,CET,60040,37905.16,
TOUR EIFFEL,FR0000036816,EIFF,Euronext Paris,EUR,38.9,39.6,38.9,39.3,26/11/19,CET,500,19581,
TOUTABO,FR0010621722,MLABO,Euronext Access Paris,EUR,1.1,1.1,1.1,1.1,4/6/19,CET,1,1.1,
TOYOTA CAETANO,PTSCT0AP0018,SCT,Euronext Lisbon,EUR,3.04,3.04,3.04,3.04,27/11/19,BST,224,680.96,
TPSH,FR0011040690,MLPSH,Euronext Access Paris,EUR,0.191,0.191,0.191,0.191,17/12/18,CET,3070,586.37,
TRAMWAYS DE ROUEN,FR0000031866,MLTRA,Euronext Access Paris,EUR,2660,2660,2660,2660,22/11/19,CET,1,2660,
TRANSGENE,FR0005175080,TNG,Euronext Paris,EUR,1.83,1.83,1.798,1.802,26/11/19,CET,26196,47467.79,
TRAQUEUR,FR0004043487,ALTRA,Euronext Growth Paris,EUR,1.47,1.47,1.47,1.47,26/11/19,CET,170,249.9,
TRIGANO,FR0005691656,TRI,Euronext Paris,EUR,83.2,92.8,83.2,92.65,26/11/19,CET,190380,16848718.8,
TRILOGIQ,FR0010397901,ALTRI,Euronext Growth Paris,EUR,4.1,4.2,4.1,4.2,25/11/19,CET,259,1085.8,
TROC ILE,FR0000031106,MLTRO,Euronext Access Paris,EUR,4.8,4.8,4.8,4.8,11/11/19,CET,1,4.8,
TROIS CHENES,FR0000076481,MLTRC,Euronext Access Paris,EUR,7.8,7.8,7.8,7.8,14/11/19,CET,38,296.4,
TRONICS,FR0004175099,ALTRO,Euronext Growth Paris,EUR,5.1,5.1,5.1,5.1,25/11/19,CET,200,1020,
TTI,FR0010383877,ALTTI,Euronext Growth Paris,EUR,1.8,1.8,1.8,1.8,25/11/19,CET,5,9,
TUBIZE-FIN,BE0003823409,TUB,Euronext Brussels,EUR,64.5,65,63.5,64.8,26/11/19,CET,3609,232378.2,
TULLOW OIL PLC,GB0001500809,TQW,Euronext Dublin,EUR,1.69,1.69,1.69,1.69,20/11/19,UTC,10810,18268.9,
TXCOM,FR0010654087,ALTXC,Euronext Growth Paris,EUR,7.35,7.5,7.35,7.5,25/11/19,CET,450,3316.5,
U&I LEARNING,BE0003847648,UNI,Euronext Access Brussels,EUR,3,3,3,3,1/11/19,CET,3000,9000,
U10,FR0000079147,ALU10,Euronext Growth Paris,EUR,1.54,1.56,1.54,1.56,26/11/19,CET,1145,1780.65,
UBISOFT ENTERTAIN,FR0000054470,UBI,Euronext Paris,EUR,53.54,55.3,52.94,54.9,26/11/19,CET,1039056,56878569.58,
UCAR,FR0011070457,ALUCR,Euronext Growth Paris,EUR,15.3,15.3,15.3,15.3,26/11/19,CET,1,15.3,
UCARE SERVICES BEL,BE0003838555,PNSB,Euronext Access Brussels,EUR,0.92,0.92,0.92,0.92,12/11/19,CET,931,856.52,
UCB,BE0003739530,UCB,Euronext Brussels,EUR,74.14,74.18,72.78,73.66,26/11/19,CET,753431,55406856.76,
UMALIS GROUP,FR0011776889,MLUMG,Euronext Access Paris,EUR,2.22,2.22,2.2,2.2,21/11/19,CET,1403,3094.64,
UMANIS,FR0013263878,ALUMS,Euronext Growth Paris,EUR,5.98,5.98,5.9,5.9,26/11/19,CET,1493,8894.86,
UMICORE,BE0974320526,UMI,Euronext Brussels,EUR,38.92,39.82,38.7,39.6,26/11/19,CET,945901,37319705.07,
UN TOIT POUR TOI,FR0013180189,MLUTP,Euronext Access Paris,EUR,9,9,9,9,13/11/19,CET,10,90,
UNI.METALG.HT-SEI.,FR0005783503,MLUMH,Euronext Access Paris,EUR,26.8,26.8,26.8,26.8,21/11/19,CET,1,26.8,
UNIBAIL-RODAMCO-WE,FR0013326246,URW,Euronext Amsterdam,,,,,,,,,,
UNIBEL,FR0000054215,UNBL,Euronext Paris,EUR,530,530,530,530,26/11/19,CET,29,15370,
UNILEVER,NL0000388619,UNA,Euronext Amsterdam,EUR,52.52,53.23,52.15,53.22,26/11/19,CET,6365397,337324587.8,
UNION FIN.FRANCE,FR0000034548,UFF,Euronext Paris,EUR,19.55,19.6,19.35,19.35,26/11/19,CET,2048,39743.6,
UNION PAC CORP,US9078181081,UNPA,Traded not listed Brussels,USD,104.55,104.55,104.55,104.55,22/12/16,CET,78,8154.9,
UNION TECH.INFOR.,FR0000074197,FPG,Euronext Paris,EUR,0.489,0.489,0.45,0.47,26/11/19,CET,5800,2699.39,
UNIPHAR PLC,IE00BJ5FQX74,UPR,Euronext Growth Dublin,EUR,1.224,1.23,1.218,1.218,26/11/19,UTC,542311,656284.11,
UNITI,FR0012709160,ALUNT,Euronext Growth Paris,EUR,2.62,2.62,2.58,2.58,26/11/19,CET,250,653,
UPERGY,FR0010337865,ALUPG,Euronext Growth Paris,EUR,5.4,5.4,5.4,5.4,26/11/19,CET,1,5.4,
UV GERMI,FR0011898584,ALUVI,Euronext Growth Paris,EUR,4.3,4.3,4.16,4.16,26/11/19,CET,813,3419.58,
V LANSCHOT KEMPEN,NL0000302636,VLK,Euronext Amsterdam,EUR,21,21.35,21,21.15,26/11/19,CET,80075,1699156.95,
VAA VISTA ALEGRE,PTVAA0AM0019,VAF,Euronext Lisbon,EUR,1.33,1.33,1.33,1.33,27/11/19,BST,2000,2660,
VALBIOTIS,FR0013254851,ALVAL,Euronext Growth Paris,EUR,2.31,2.44,2.25,2.28,26/11/19,CET,30005,69791.72,
VALE,US91912E1055,VALE3,Euronext Paris,EUR,10.2,10.9,10.2,10.9,25/11/19,CET,583,6306.7,
VALEO,FR0013176526,FR,Euronext Paris,EUR,36.62,37.02,36.32,36.55,26/11/19,CET,1470441,53756780.45,
VALLOUREC,FR0000120354,VK,Euronext Paris,EUR,2.425,2.445,2.33,2.337,26/11/19,CET,7899819,18649117.35,
VALNEVA,FR0004056851,VLA,Euronext Paris,EUR,2.47,2.505,2.47,2.48,26/11/19,CET,45056,111815.76,
VALNEVA PREF,FR0011472943,VLAP,Euronext Paris,EUR,0.122,0.122,0.114,0.12,26/11/19,CET,26802,3077.67,
VALONEO,FR0012833770,MLVAL,Euronext Access Paris,EUR,14.3,14.3,14.3,14.3,25/9/18,CET,10,143,
VALUE8,NL0010661864,VALUE,Euronext Amsterdam,EUR,5.6,5.68,5.6,5.6,26/11/19,CET,2430,13674.16,
VALUE8 CUM PREF,NL0009875483,PREVA,Euronext Amsterdam,EUR,27.2,27.2,27.2,27.2,21/11/19,CET,4,108.8,
VAN DE VELDE,BE0003839561,VAN,Euronext Brussels,EUR,24,24.2,23.9,24.15,26/11/19,CET,4154,99952.1,
VASTNED,NL0000288918,VASTN,Euronext Amsterdam,EUR,29.1,29.1,28.55,28.55,26/11/19,CET,20869,596756.1,
VASTNED RETAIL BEL,BE0003754687,VASTB,Euronext Brussels,EUR,46.1,46.1,45.5,45.7,26/11/19,CET,1703,78144.6,
VELCAN HOLDINGS,FR0010245803,ALVEL,Euronext Growth Paris,EUR,7.1,7.2,7.1,7.14,26/11/19,CET,1356,9648.22,
VENTE UNIQUE.COM,FR0010766667,ALVU,Euronext Growth Paris,EUR,4,4.02,4,4.02,26/11/19,CET,404,1624.06,
VEOLIA ENVIRON.,FR0000124141,VIE,Euronext Paris,EUR,22.92,23.22,22.78,23.13,26/11/19,CET,1954390,45117498.38,
VEON,BMG9349W1038,VEON,Euronext Amsterdam,EUR,2.3,2.39,2.3,2.33,26/11/19,CET,79860,188760.77,
VERALLIA,FR0013447729,VRLA,Euronext Paris,EUR,31,31,29.8,30.03,26/11/19,CET,45467,1369900.51,
VERGNET,FR0004155240,ALVER,Euronext Growth Paris,EUR,0.1945,0.198,0.191,0.198,26/11/19,CET,52001,10070.84,
VERGNET BSA,FR0013328689,VERBS,Euronext Growth Paris,EUR,0.0005,0.0005,0.0005,0.0005,25/11/19,CET,11,0.01,
VERIMATRIX,FR0010291245,VMX,Euronext Paris,EUR,2,2.06,1.99,2.04,26/11/19,CET,443658,905091.41,
VERIZON COMM.,US92343V1044,VERIZ,Traded not listed Brussels,USD,34.91,34.91,34.91,34.91,5/3/12,CET,328,11450.48,
VERNEUIL FINANCE,FR0000062465,VRNL,Euronext Paris,EUR,1.62,1.62,1.62,1.62,18/11/19,CET,1,1.62,
VERNEY CARRON,FR0006174496,MLVER,Euronext Access Paris,EUR,9.3,9.3,9.3,9.3,26/11/19,CET,40,372,
VETOQUINOL,FR0004186856,VETO,Euronext Paris,EUR,58.4,59.4,58.4,59.2,26/11/19,CET,1729,101817.4,
VGP,BE0003878957,VGP,Euronext Brussels,EUR,88.6,89.8,88.6,89.8,26/11/19,CET,5501,490177.8,
VIALIFE,FR0010326090,ALVIA,Euronext Growth Paris,EUR,20,20,20,20,24/12/18,CET,1,20,
VICAT,FR0000031775,VCT,Euronext Paris,EUR,38.3,38.85,38.3,38.75,26/11/19,CET,13820,534778.4,
VIDELIO,FR0000066680,VDLO,Euronext Paris,EUR,1.9,1.9,1.83,1.83,26/11/19,CET,7750,14206.5,
VIEL ET COMPAGNIE,FR0000050049,VIL,Euronext Paris,EUR,4.76,4.8,4.74,4.75,26/11/19,CET,38733,185634.57,
VILMORIN&CIE,FR0000052516,RIN,Euronext Paris,EUR,49.8,50.4,49.75,50.4,26/11/19,CET,10902,547967.3,
VINCI,FR0000125486,DG,Euronext Paris,EUR,100,100.45,99.12,100.15,26/11/19,CET,1288060,128775109.4,
VIOHALCO,BE0974271034,VIO,Euronext Brussels,EUR,3.785,3.785,3.67,3.67,26/11/19,CET,1285,4792.29,
VIRBAC,FR0000031577,VIRP,Euronext Paris,EUR,208.5,211,207,210,26/11/19,CET,5469,1146239.5,
VISIATIV,FR0004029478,ALVIV,Euronext Growth Paris,EUR,23.6,23.85,23.3,23.8,26/11/19,CET,2743,64750.55,
VISIO NERF,FR0010033480,MLVIS,Euronext Access Paris,EUR,1.46,1.46,1.46,1.46,21/11/19,CET,10,14.6,
VISIODENT,FR0000065765,SDT,Euronext Paris,EUR,2.5,2.5,2.5,2.5,13/11/19,CET,1,2.5,
VISIOMED BSA18T2.3,FR0013365277,VMGBW,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-,
VISIOMED BSA18T2.4,FR0013372471,VMGBX,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-,
VISIOMED BSA2018-1,FR0013322724,VMGBS,Euronext Growth Paris,EUR,0.0046,0.0074,0.0046,0.0074,26/11/19,CET,3947,18.16,
VISIOMED BSA2018-2,FR0013352317,VMGBU,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-,
VISIOMED BSA2018-3,FR0013356441,VMGBV,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-,
VISIOMED GROUP,FR0011067669,ALVMG,Euronext Growth Paris,EUR,0.0185,0.019,0.0175,0.0182,26/11/19,CET,2104248,38143.77,
VISIOMEDBSA26OCT23,FR0013321817,VMGBT,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-,
VIVENDI,FR0000127771,VIV,Euronext Paris,EUR,24.99,25.11,24.9,24.9,26/11/19,CET,8469036,211014484.7,
VIVORYON,DE0007921835,VVY,Euronext Amsterdam,EUR,5.33,5.33,5.15,5.15,26/11/19,CET,38599,202522.6,
VOGO,FR0011532225,ALVGO,Euronext Growth Paris,EUR,11.35,11.35,10.75,10.75,26/11/19,CET,2224,24347.15,
VOLKERWESSELS,NL0012294466,KVW,Euronext Amsterdam,EUR,21.9,22,21.9,22,26/11/19,CET,272682,5994321.55,
VOLKSWAGEN,DE0007664005,VWA,Traded not listed Brussels,EUR,176.25,176.25,175.5,176,26/11/19,CET,61,10730.75,
VOLKSWAGEN PREF,DE0007664039,VWAP,Traded not listed Brussels,EUR,175,175,175,175,20/11/19,CET,1,175,
VOLTA FINANCE,GG00B1GHHH78,VTA,Euronext Amsterdam,EUR,6.5,6.5,6.42,6.46,26/11/19,CET,18455,118949.3,
VOLTALIA,FR0011995588,VLTSA,Euronext Paris,EUR,11.6,11.75,11.5,11.75,26/11/19,CET,22254,259497.15,
VOLUNTIS,FR0004183960,VTX,Euronext Paris,EUR,2.2,2.35,2.11,2.28,26/11/19,CET,93288,209548.51,
VOPAK,NL0009432491,VPK,Euronext Amsterdam,EUR,48.92,49.44,48.92,49.43,26/11/19,CET,974779,48157044.19,
VOYAGEURS DU MONDE,FR0004045847,ALVDM,Euronext Growth Paris,EUR,108.5,118.5,108.5,112,26/11/19,CET,12624,1405528.5,
VR EDUCATION HOLD.,IE00BG0HDR01,6VR,Euronext Growth Dublin,EUR,0.0902,0.0902,0.09,0.09,21/11/19,UTC,30700,2764.2,
VRANKEN-POMMERY,FR0000062796,VRAP,Euronext Paris,,,,,,,,,,
WALLIX,FR0010131409,ALLIX,Euronext Growth Paris,EUR,12.88,12.98,12.72,12.98,26/11/19,CET,12580,163235.28,
WAREHOUSES,BE0003734481,WEB,Euronext Brussels,EUR,58.5,58.5,58.5,58.5,26/11/19,CET,30,1755,
WAVESTONE,FR0013357621,WAVE,Euronext Paris,EUR,22.2,23.2,22.05,23.2,26/11/19,CET,9467,215180.7,
WDP,BE0003763779,WDP,Euronext Brussels,,,,,,,,,,
WE.CONNECT,FR0013079092,ALWEC,Euronext Growth Paris,EUR,12.35,12.7,12.35,12.65,26/11/19,CET,650,8113.3,
WEACCESS GROUP,FR0010688465,MLWEA,Euronext Access Paris,EUR,2.78,3,2.78,3,26/11/19,CET,11,30.8,
WEBORAMA,FR0010337444,ALWEB,Euronext Growth Paris,EUR,5.4,5.4,5.35,5.4,26/11/19,CET,779,4197.85,
WEDIA,FR0010688440,ALWED,Euronext Growth Paris,EUR,23.6,23.6,23.6,23.6,26/11/19,CET,401,9463.6,
WENDEL,FR0000121204,MF,Euronext Paris,EUR,124.6,124.6,123.5,124.3,26/11/19,CET,78116,9704905.6,
WERELDHAVE,NL0000289213,WHA,Euronext Amsterdam,EUR,21.3,21.48,21.26,21.46,26/11/19,CET,134317,2876319.5,
WERELDHAVE BELGIUM,BE0003724383,WEHB,Euronext Brussels,EUR,87,87.6,84.2,87.6,26/11/19,CET,3981,343643,
WEYA,FR0010768770,MLWEY,Euronext Access Paris,EUR,3.8,3.8,3.8,3.8,22/11/19,CET,35,133,
WHITENI R CAJAL,ES0105399002,MLWRC,Euronext Access Paris,EUR,3,3,3,3,25/10/19,CET,350,1050,
WITBE,FR0013143872,ALWIT,Euronext Growth Paris,EUR,3.07,3.07,3.05,3.06,26/11/19,CET,1551,4754.07,
WOL. EXTENS. CERT,BE0003600112,WOLE,Euronext Brussels,EUR,31.08,31.08,31.08,31.08,21/11/19,CET,7,217.56,
WOL. SHOPPING CERT,BE0003571792,WOLS,Euronext Brussels,EUR,38.6,38.6,38.6,38.6,25/11/19,CET,55,2123,
WOLTERS KLUWER,NL0000395903,WKL,Euronext Amsterdam,EUR,64.64,65.14,64.18,64.86,26/11/19,CET,1637870,106145682.4,
WORLDLINE,FR0011981968,WLN,Euronext Paris,EUR,56.4,57.85,56.2,57.85,26/11/19,CET,1334732,76793617.75,
X-FAB,BE0974310428,XFAB,Euronext Paris,EUR,4.13,4.175,4.01,4.045,26/11/19,CET,61347,249053.56,
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris,EUR,41.6,41.6,41.2,41.2,26/11/19,CET,2599,107444.6,
XIOR,BE0974288202,XIOR,Euronext Brussels,EUR,51,51,50.3,50.4,26/11/19,CET,28848,1456840.2,
XPO LOGISTICS,FR0000052870,XPO,Euronext Paris,EUR,264,264,262,262,26/11/19,CET,20,5250,
YATRA,JE00B1FBT077,YATRA,Euronext Amsterdam,EUR,4.04,4.04,4.04,4.04,19/11/19,CET,546,2205.84,
YEW GROVE REIT PLC,IE00BDT5KP12,YEW,Euronext Growth Dublin,EUR,0.95,0.97,0.95,0.97,26/11/19,UTC,427,411.39,
YMAGIS,FR0011471291,MAGIS,Euronext Paris,EUR,1.05,1.115,1.04,1.1,25/11/19,CET,37995,40862.6,
ZCCM,ZM0000000037,MLZAM,Euronext Access Paris,EUR,0.7,0.7,0.7,0.7,26/11/19,CET,6282,4397.4,
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris,EUR,0.17,0.2,0.17,0.2,4/8/15,CET,21826,3755.94,
ZENITEL,BE0974311434,ZENT,Euronext Brussels,EUR,15.5,15.5,15.4,15.4,26/11/19,CET,505,7815.5,
ZENOBE GRAMME CERT,BE0003809267,ZEN,Euronext Brussels,EUR,175.48,175.48,175.48,175.48,15/11/19,CET,15,2632.2,
